packetGen Network.nodeTx.gen (#0 - General-0-20250512-20:52:12-4539),,bufferSize Network.nodeTx.queue (#0 - General-0-20250512-20:52:12-4539),,bufferSize Network.queue (#0 - General-0-20250512-20:52:12-4539),,bufferSize Network.nodeRx.queue (#0 - General-0-20250512-20:52:12-4539),,Delay Network.nodeRx.sink (#0 - General-0-20250512-20:52:12-4539),,packetUsed Network.nodeRx.sink (#0 - General-0-20250512-20:52:12-4539),
0.198968626141,1,0.198968626141,1,0.299068626141,1,0.499068626141,1,0.699068626141,0.500099999999999987,0.699068626141,1
0.423608723262,1,0.423608723262,1,0.523708723262,1,0.723708723262,1,0.923708723262,0.500099999999999987,0.923708723262,1
0.737591412774,1,0.737591412774,1,0.837691412774,1,1.037691412774,1,1.237691412774,0.500099999999999987,1.237691412774,1
1.202492465793,1,1.202492465793,1,1.302592465793,1,1.502592465793,1,1.702592465793,0.500099999999999987,1.702592465793,1
1.433298248661,1,1.433298248661,1,1.533398248661,1,1.733398248661,1,1.933398248661,0.500099999999999987,1.933398248661,1
1.921184582632,1,1.921184582632,1,2.021284582632,1,2.221284582632,1,2.421284582632,0.500099999999999987,2.421284582632,1
2.117984867627,1,2.117984867627,1,2.218084867627,1,2.421284582632,1,2.621284582632,0.503299715005000035,2.621284582632,1
2.587725881178,1,2.587725881178,1,2.687825881178,1,2.887825881178,1,3.087825881178,0.500099999999999987,3.087825881178,1
2.725488002846,1,2.725488002846,1,2.825588002846,1,3.087825881178,1,3.287825881178,0.562337878331999883,3.287825881178,1
2.969739609444,1,2.969739609444,1,3.069839609444,1,3.287825881178,1,3.487825881178,0.518086271734000013,3.487825881178,1
3.22927943461,1,3.22927943461,1,3.32937943461,1,3.52937943461,1,3.72937943461,0.500099999999999987,3.72937943461,1
3.35056147554,1,3.35056147554,1,3.45066147554,1,3.72937943461,1,3.92937943461,0.578817959069999995,3.92937943461,1
3.494441274761,1,3.494441274761,1,3.594541274761,1,3.92937943461,1,4.12937943461,0.634938159849000036,4.12937943461,1
3.582731059545,1,3.582731059545,1,3.694541274761,2,4.12937943461,1,4.32937943461,0.746648375064999922,4.32937943461,1
