packetGen Network.nodeTx.gen (#0 - General-0-20250513-00:56:23-13694),,bufferSize Network.nodeTx.traTx (#0 - General-0-20250513-00:56:23-13694),,bufferSize Network.queue (#0 - General-0-20250513-00:56:23-13694),,bufferSize Network.nodeRx.traRx (#0 - General-0-20250513-00:56:23-13694),,Delay Network.nodeRx.sink (#0 - General-0-20250513-00:56:23-13694),,packetUsed Network.nodeRx.sink (#0 - General-0-20250513-00:56:23-13694),,bufferSize Network.appQueue (#0 - General-0-20250513-00:56:23-13694),
0.119381175685,1,0.119381175685,1,0.219481175685,1,0.419481175685,1,0.619481175685,0.500099999999999987,0.619481175685,1,0.619481175685,1
0.254165233958,1,0.254165233958,1,0.354265233958,1,0.619481175685,1,0.819481175685,0.565315941726999945,0.819481175685,1,0.819481175685,1
0.442554847665,1,0.442554847665,1,0.542654847665,1,0.819481175685,1,1.019481175685,0.576926328019999875,1.019481175685,1,1.021595479476,1
0.721495479476,1,0.721495479476,1,0.821595479476,1,1.021595479476,1,1.221595479476,0.500099999999999987,1.221595479476,1,1.221595479476,1
0.859978949197,1,0.859978949197,1,0.960078949197,1,1.221595479476,1,1.421595479476,0.561616530278999934,1.421595479476,1,1.45281074958,1
1.15271074958,1,1.15271074958,1,1.25281074958,1,1.45281074958,1,1.65281074958,0.500099999999999987,1.65281074958,1,1.65281074958,1
1.270790920577,1,1.270790920577,1,1.370890920577,1,1.65281074958,1,1.85281074958,0.582019829002999863,1.85281074958,1,1.85281074958,1
1.552635528707,1,1.552635528707,1,1.652735528707,1,1.85281074958,1,2.05281074958,0.500175220872999924,2.05281074958,1,2.05281074958,1
1.635292801708,1,1.635292801708,1,1.757735528707,1,2.05281074958,1,2.25281074958,0.61751794787199987,2.25281074958,1,2.25281074958,1
1.781843765667,1,1.781843765667,1,1.881943765667,1,2.25281074958,1,2.45281074958,0.670966983912999911,2.45281074958,1,2.45281074958,1
1.937567660767,1,1.937567660767,1,2.037667660767,2,2.45281074958,1,2.65281074958,0.715243088812999912,2.65281074958,1,2.65281074958,1
2.010336885325,1,2.010336885325,1,2.142667660767,2,2.65281074958,1,2.85281074958,0.842473864255000035,2.85281074958,1,2.85281074958,1
2.096664764857,1,2.096664764857,1,2.247667660767,3,2.85281074958,1,3.05281074958,0.956145984723000048,3.05281074958,1,3.05281074958,1
2.149638635728,1,2.149638635728,1,2.352667660767,3,3.05281074958,1,3.25281074958,1.103172113852000087,3.25281074958,1,3.25281074958,1
2.483167299033,1,2.483167299033,1,2.583267299033,3,3.25281074958,1,3.45281074958,0.969643450546999959,3.45281074958,1,3.45281074958,1
2.491924999397,1,2.491924999397,1,2.688267299033,3,3.45281074958,1,3.65281074958,1.160885750183000102,3.65281074958,1,3.65281074958,1
2.989161841386,1,2.989161841386,1,3.089261841386,2,3.65281074958,1,3.85281074958,0.863648908193999972,3.85281074958,1,4.05281074958,1
3.036915262512,1,3.036915262512,1,3.204761841386,3,3.85281074958,1,4.05281074958,1.015895487067999697,4.05281074958,1,4.25281074958,1
3.109455578254,1,3.109455578254,1,3.320261841386,3,4.05281074958,1,4.25281074958,1.143355171325999726,4.25281074958,1,4.45281074958,1
3.206872530492,1,3.206872530492,2,3.435761841386,4,4.25281074958,1,4.45281074958,1.24593821908799995,4.45281074958,1,4.65281074958,1
3.442206948135,1,3.442206948135,1,3.551261841386,4,4.45281074958,1,4.65281074958,1.210603801445000011,4.65281074958,1,4.85281074958,1
3.693038628184,1,3.693038628184,1,3.793138628184,4,4.65281074958,1,4.85281074958,1.159772121395999716,4.85281074958,1,5.05281074958,1
3.805939745181,1,3.805939745181,1,3.908638628184,4,4.85281074958,1,5.05281074958,1.246871004398999887,5.05281074958,1,5.25281074958,1
3.904022130264,1,3.904022130264,1,4.024138628184,5,5.05281074958,1,5.25281074958,1.348788619315999687,5.25281074958,1,5.45281074958,1
4.029937058199,1,4.029937058199,1,4.139638628184,5,5.25281074958,1,5.45281074958,1.422873691381000055,5.45281074958,1,5.85281074958,1
4.104767859551,1,4.104767859551,1,4.255138628184,5,5.45281074958,1,5.65281074958,1.548042890028999968,5.65281074958,1,6.25281074958,1
4.494505972428,1,4.494505972428,1,4.594605972428,5,5.65281074958,1,5.85281074958,1.358304777152000038,5.85281074958,1,6.45281074958,1
4.765761362069,1,4.765761362069,1,4.865861362069,4,5.85281074958,1,6.05281074958,1.287049387510999836,6.05281074958,1,6.65281074958,1
4.776814165389,1,4.776814165389,1,4.981361362069,5,6.05281074958,1,6.25281074958,1.475996584190999877,6.25281074958,1,6.85281074958,1
4.838550864825,1,4.838550864825,2,5.096861362069,5,6.25281074958,1,6.45281074958,1.614259884755000032,6.45281074958,1,7.05281074958,1
4.852225018744,1,4.852225018744,3,5.212361362069,6,6.45281074958,1,6.65281074958,1.800585730836000032,6.65281074958,1,7.25281074958,1
5.00891689499,1,5.00891689499,2,5.327861362069,6,6.65281074958,1,6.85281074958,1.843893854590000096,6.85281074958,1,7.45281074958,1
5.01198073325,1,5.01198073325,3,5.443361362069,7,6.85281074958,1,7.05281074958,2.040830016330000156,7.05281074958,1,8.45281074958,1
5.080867953838,1,5.080867953838,4,5.576186362069,7,7.05281074958,1,7.25281074958,2.171942795741999878,7.25281074958,1,8.65281074958,1
5.348991103354,1,5.348991103354,2,5.709011362069,7,7.25281074958,1,7.45281074958,2.103819646225999478,7.45281074958,1,8.85281074958,1
5.821516592655,1,5.821516592655,1,5.921616592655,7,7.45281074958,1,7.65281074958,1.831294156924999853,7.65281074958,1,9.05281074958,1
6.047384231451,1,6.047384231451,1,6.147484231451,7,7.65281074958,1,7.85281074958,1.805426518128999893,7.85281074958,1,9.45281074958,1
6.070068859501,1,6.070068859501,1,6.280309231451,7,7.85281074958,1,8.05281074958,1.982741890078999695,8.05281074958,1,9.65281074958,1
6.376115998192,1,6.376115998192,1,6.476215998192,7,8.05281074958,1,8.25281074958,1.876694751387999895,8.25281074958,1,9.85281074958,1
6.682249830579,1,6.682249830579,1,6.782349830579,7,8.25281074958,1,8.45281074958,1.770560919000999868,8.45281074958,1,10.05281074958,1
7.25903311095,1,7.25903311095,1,7.35913311095,5,8.45281074958,1,8.65281074958,1.393777638630000028,8.65281074958,1,10.25281074958,1
7.355289486852,1,7.355289486852,1,7.49195811095,5,8.65281074958,1,8.85281074958,1.497521262727999672,8.85281074958,1,10.45281074958,1
7.596075420411,1,7.596075420411,1,7.696175420411,5,8.85281074958,1,9.05281074958,1.45673532916899972,9.05281074958,1,10.65281074958,1
7.838175731645,1,7.838175731645,1,7.938275731645,5,9.05281074958,1,9.25281074958,1.414635017934999787,9.25281074958,1,10.85281074958,1
7.931015150589,1,7.931015150589,1,8.071100731645,5,9.25281074958,1,9.45281074958,1.521795598990999913,9.45281074958,1,11.05281074958,1
8.041259813767,1,8.041259813767,1,8.203925731645,6,9.45281074958,1,9.65281074958,1.61155093581299979,9.65281074958,1,11.25281074958,1
8.268740209866,1,8.268740209866,1,8.368840209866,6,9.65281074958,1,9.85281074958,1.584070539713999796,9.85281074958,1,11.85281074958,1
8.439131051123,1,8.439131051123,1,8.539231051123,6,9.85281074958,1,10.05281074958,1.613679698457000093,10.05281074958,1,12.05281074958,1
8.458012212539,1,8.458012212539,1,8.672056051123,6,10.05281074958,1,10.25281074958,1.794798537040999776,10.25281074958,1,12.25281074958,1
8.649296367873,1,8.649296367873,1,8.804881051123,7,10.25281074958,1,10.45281074958,1.803514381707000062,10.45281074958,1,12.45281074958,1
8.802511149025,1,8.802511149025,1,8.950988551123,7,10.45281074958,1,10.65281074958,1.850299600555000082,10.65281074958,1,12.65281074958,1
8.933359328281,1,8.933359328281,1,9.097096051123,7,10.65281074958,1,10.85281074958,1.919451421298999696,10.85281074958,1,12.85281074958,1
8.956568780356,1,8.956568780356,2,9.243203551123,8,10.85281074958,1,11.05281074958,2.096241969223999737,11.05281074958,1,13.05281074958,1
9.072193979126,1,9.072193979126,2,9.389311051123,8,11.05281074958,1,11.25281074958,2.180616770453999808,11.25281074958,1,13.25281074958,1
9.506357050824,1,9.506357050824,1,9.606457050824,8,11.25281074958,1,11.45281074958,1.946453698755999712,11.45281074958,1,13.45281074958,1
9.719561752838,1,9.719561752838,1,9.819661752838,8,11.45281074958,1,11.65281074958,1.933248996741999893,11.65281074958,1,13.65281074958,1
9.830235846601,1,9.830235846601,1,9.965769252838,8,11.65281074958,1,11.85281074958,2.022574902978999658,11.85281074958,1,13.85281074958,1
9.847027770696,1,9.847027770696,2,10.111876752838,8,11.85281074958,1,12.05281074958,2.20578297888399976,12.05281074958,1,,
9.92736262873,1,9.92736262873,2,10.257984252838,8,12.05281074958,1,12.25281074958,2.325448120849999952,12.25281074958,1,,
10.023616834035,1,10.023616834035,2,10.404091752838,9,12.25281074958,1,12.45281074958,2.42919391554499952,12.45281074958,1,,
10.069708886858,1,10.069708886858,3,10.550199252838,9,12.45281074958,1,12.65281074958,2.5831018627219997,12.65281074958,1,,
10.100639379163,1,10.100639379163,4,10.696306752838,9,12.65281074958,1,12.85281074958,2.752171370416999875,12.85281074958,1,,
10.323877603026,1,10.323877603026,3,10.842414252838,10,12.85281074958,1,13.05281074958,2.728933146553999647,13.05281074958,1,,
10.52417113072,1,10.52417113072,3,10.988521752838,10,13.05281074958,1,13.25281074958,2.72863961885999994,13.25281074958,1,,
10.615533494197,1,10.615533494197,3,11.134629252838,10,13.25281074958,1,13.45281074958,2.837277255382999447,13.45281074958,1,,
10.652140767807,1,10.652140767807,4,11.280736752838,10,13.45281074958,1,13.65281074958,3.000669981773000027,13.65281074958,1,,
10.778190973649,1,10.778190973649,4,11.448760377838,11,13.65281074958,1,13.85281074958,3.074619775930999655,13.85281074958,1,,
10.799982677743,1,10.799982677743,5,11.616784002838,11,13.85281074958,1,14.05281074958,3.2528280718369995,14.05281074958,1,,
10.802827963123,1,10.802827963123,6,11.784807627838,11,14.05281074958,1,14.25281074958,3.449982786456999392,14.25281074958,1,,
10.861593584725,1,10.861593584725,7,11.952831252838,11,14.25281074958,1,14.45281074958,3.591217164855000182,14.45281074958,1,,
11.005800725585,1,11.005800725585,7,12.120854877838,11,14.45281074958,1,14.65281074958,3.647010023994999612,14.65281074958,1,,
11.030121199002,1,11.030121199002,8,12.288878502838,11,14.65281074958,1,14.85281074958,3.822689550577999625,14.85281074958,1,,
11.172170700578,1,11.172170700578,8,12.456902127838,11,14.85281074958,1,15.05281074958,3.880640049001999425,15.05281074958,1,,
11.209886990389,1,11.209886990389,8,12.624925752838,12,15.05281074958,1,15.25281074958,4.042923759190999875,15.25281074958,1,,
11.353819186994,1,11.353819186994,8,12.792949377838,12,15.25281074958,1,15.45281074958,4.098991562585998937,15.45281074958,1,,
11.42710274439,1,11.42710274439,9,12.960973002838,12,15.45281074958,1,15.65281074958,4.225708005189998655,15.65281074958,1,,
11.858789997582,1,11.858789997582,7,13.128996627838,12,15.65281074958,1,15.85281074958,3.994020751997999755,15.85281074958,1,,
12.208127003714,1,12.208127003714,6,13.297020252838,12,15.85281074958,1,16.05281074958,3.844683745865999905,16.05281074958,1,,
12.379897846919,1,12.379897846919,6,13.465043877838,12,16.05281074958,1,16.25281074958,3.872912902660999617,16.25281074958,1,,
12.469559758442,1,12.469559758442,7,13.633067502838,13,16.25281074958,1,16.45281074958,3.983250991138000062,16.45281074958,1,,
12.5363875327,1,12.5363875327,7,13.801091127838,13,16.45281074958,1,16.65281074958,4.11642321687999944,16.65281074958,1,,
12.678811720225,1,12.678811720225,8,14.002719477838,13,16.65281074958,1,16.85281074958,4.173999029354998657,16.85281074958,1,,
12.764991581236,1,12.764991581236,8,14.204347827838,13,16.85281074958,1,17.05281074958,4.287819168343999,17.05281074958,1,,
13.11394424049,1,13.11394424049,7,14.405976177838,13,17.05281074958,1,17.25281074958,4.138866509089998742,17.25281074958,1,,
13.293360410409,1,13.293360410409,7,14.607604527838,13,17.25281074958,1,17.45281074958,4.15945033917100025,17.45281074958,1,,
13.309044594275,1,13.309044594275,8,14.809232877838,13,17.45281074958,1,17.65281074958,4.34376615530499953,17.65281074958,1,,
13.318361887845,1,13.318361887845,9,15.010861227838,13,17.65281074958,1,17.85281074958,4.534448861734999145,17.85281074958,1,,
13.843393940513,1,13.843393940513,7,15.212489577838,13,17.85281074958,1,18.05281074958,4.209416809066999205,18.05281074958,1,,
14.008230810646,1,14.008230810646,7,15.414117927838,13,18.05281074958,1,18.25281074958,4.244579938933998865,18.25281074958,1,,
14.167055930369,1,14.167055930369,7,15.615746277838,13,18.25281074958,1,18.45281074958,4.285754819211000195,18.45281074958,1,,
14.333645547222,1,14.333645547222,7,15.817374627838,13,18.45281074958,1,18.65281074958,4.319165202357998705,18.65281074958,1,,
14.361759457125,1,14.361759457125,8,16.019002977838,13,18.65281074958,1,18.85281074958,4.49105129245499944,18.85281074958,1,,
14.397190463037,1,14.397190463037,9,16.220631327838,13,18.85281074958,1,19.05281074958,4.655620286542999845,19.05281074958,1,,
14.46370106733,1,14.46370106733,10,16.422259677838,13,19.05281074958,1,19.25281074958,4.789109682250000315,19.25281074958,1,,
14.484405370594,1,14.484405370594,11,16.623888027838,13,19.25281074958,1,19.45281074958,4.96840537898599875,19.45281074958,1,,
14.692761774063,1,14.692761774063,11,16.825516377838,13,19.45281074958,1,19.65281074958,4.96004897551699917,19.65281074958,1,,
14.749606068705,1,14.749606068705,11,17.027144727838,13,19.65281074958,1,19.85281074958,5.103204680874998875,19.85281074958,1,,
