packetGen Network.nodeTx.gen (#0 - General-0-20250512-19:56:48-19913),,bufferSize Network.nodeTx.queue (#0 - General-0-20250512-19:56:48-19913),,bufferSize Network.queue (#0 - General-0-20250512-19:56:48-19913),,bufferSize Network.nodeRx.queue (#0 - General-0-20250512-19:56:48-19913),,Delay Network.nodeRx.sink (#0 - General-0-20250512-19:56:48-19913),,packetUsed Network.nodeRx.sink (#0 - General-0-20250512-19:56:48-19913),
18.620284500962,1,18.620284500962,1,18.720384500962,5,19.899469588064,1,19.999469588064,1.379185087101999935,19.999469588064,1
18.683144983981,1,18.683144983981,1,18.820384500962,6,20.099469588064,1,20.199469588064,1.516324604083000063,20.199469588064,1
18.923031978323,1,18.923031978323,1,19.023131978323,6,20.299469588064,1,20.399469588064,1.476437609740999683,20.399469588064,1
19.04517124065,1,19.04517124065,1,19.14527124065,6,20.499469588064,1,20.599469588064,1.554298347413999962,20.599469588064,1
19.764649995969,1,19.764649995969,1,19.864749995969,4,20.699469588064,1,20.799469588064,1.034819592094999848,20.799469588064,1
20.346878339523,1,20.346878339523,1,20.446978339523,2,20.899469588064,1,20.999469588064,0.652591248540999921,20.999469588064,1
20.633163078198,1,20.633163078198,1,20.733263078198,1,21.099469588064,1,21.199469588064,0.566306509865999838,21.199469588064,1
20.782599597403,1,20.782599597403,1,20.882699597403,2,21.299469588064,1,21.399469588064,0.616869990661000009,21.399469588064,1
20.893979221166,1,20.893979221166,1,20.994079221166,2,21.499469588064,1,21.599469588064,0.705490366897999929,21.599469588064,1
21.13135286704,1,21.13135286704,1,21.23145286704,2,21.699469588064,1,21.799469588064,0.66811672102399999,21.799469588064,1
21.274985968725,1,21.274985968725,1,21.375085968725,2,21.899469588064,1,21.999469588064,0.724483619338999848,21.999469588064,1
21.856573734149,1,21.856573734149,1,21.956673734149,1,22.156773734149,1,22.256773734149,0.4002,22.256773734149,1
22.155600684013,1,22.155600684013,1,22.255700684013,1,22.455800684013,1,22.555800684013,0.4002,22.555800684013,1
22.181740990457,1,22.181740990457,1,22.355700684013,1,22.655800684013,1,22.755800684013,0.574059693555999836,22.755800684013,1
22.197269813074,1,22.197269813074,2,22.455700684013,1,22.855800684013,1,22.955800684013,0.758530870938999953,22.955800684013,1
23.072323234188,1,23.072323234188,1,23.172423234188,1,23.372523234188,1,23.472523234188,0.4002,23.472523234188,1
23.347051351076,1,23.347051351076,1,23.447151351076,1,23.647251351076,1,23.747251351076,0.4002,23.747251351076,1
23.611759883948,1,23.611759883948,1,23.711859883948,1,23.911959883948,1,24.011959883948,0.4002,24.011959883948,1
23.88940924537,1,23.88940924537,1,23.98950924537,1,24.18960924537,1,24.28960924537,0.4002,24.28960924537,1
23.936265761874,1,23.936265761874,1,24.08950924537,1,24.38960924537,1,24.48960924537,0.553343483496000041,24.48960924537,1
23.995317438395,1,23.995317438395,1,24.18950924537,1,24.58960924537,1,24.68960924537,0.694291806974999922,24.68960924537,1
24.10616844555,1,24.10616844555,1,24.28950924537,2,24.78960924537,1,24.88960924537,0.783440799819999917,24.88960924537,1
24.140675617657,1,24.140675617657,2,24.38950924537,2,24.98960924537,1,25.08960924537,0.948933627713000046,25.08960924537,1
24.487936290105,1,24.487936290105,1,24.588036290105,3,25.18960924537,1,25.28960924537,0.801672955264999928,25.28960924537,1
24.582676781176,1,24.582676781176,1,24.688036290105,3,25.38960924537,1,25.48960924537,0.906932464193999972,25.48960924537,1
24.816692171119,1,24.816692171119,1,24.916792171119,3,25.58960924537,1,25.68960924537,0.872917074250999953,25.68960924537,1
24.929717686175,1,24.929717686175,1,25.029817686175,3,25.78960924537,1,25.88960924537,0.959891559194999906,25.88960924537,1
